wavelength_nm,PD3
1554.525999999997,1093.0
1554.526999999997,1112.0
1554.527999999997,1110.0
1554.528999999997,1116.0
1554.529999999997,1118.0
1554.530999999997,1121.0
1554.531999999997,1129.0
1554.532999999997,1124.0
1554.533999999997,1127.0
1554.534999999997,1128.0
1554.5359999999969,1134.0
1554.5369999999969,1132.0
1554.5379999999968,1131.0
1554.5389999999968,1137.0
1554.5399999999968,1136.0
1554.5409999999968,1136.0
1554.5419999999967,1138.0
1554.5429999999967,1138.0
1554.5439999999967,1141.0
1554.5449999999967,1140.0
1554.5459999999966,1142.0
1554.5469999999966,1136.0
1554.5479999999966,1140.0
1554.5489999999966,1137.0
1554.5499999999965,1136.0
1554.5509999999965,1135.0
1554.5519999999965,1135.0
1554.5529999999965,1133.0
1554.5539999999964,1133.0
1554.5549999999964,1128.0
1554.5559999999964,1128.0
1554.5569999999964,1127.0
1554.5579999999964,1122.0
1554.5589999999963,1118.0
1554.5599999999963,1113.0
1554.5609999999963,1108.0
1554.5619999999963,1109.0
1554.5629999999962,1101.0
1554.5639999999962,1099.0
1554.5649999999962,1103.0
1554.5659999999962,1089.0
1554.5669999999961,1089.0
1554.5679999999961,1085.0
1554.568999999996,1081.0
1554.569999999996,1076.0
1554.570999999996,1069.0
1554.571999999996,1067.0
1554.572999999996,1061.0
1554.573999999996,1059.0
1554.574999999996,1053.0
1554.575999999996,1054.0
1554.576999999996,1049.0
1554.5779999999959,1043.0
1554.5789999999959,1036.0
1554.5799999999958,1031.0
1554.5809999999958,1031.0
1554.5819999999958,1036.0
1554.5829999999958,1016.0
1554.5839999999957,1010.0
1554.5849999999957,1012.0
1554.5859999999957,998.0
1554.5869999999957,993.0
1554.5879999999956,983.0
1554.5889999999956,978.0
1554.5899999999956,973.0
1554.5909999999956,967.0
1554.5919999999956,968.0
1554.5929999999955,954.0
1554.5939999999955,946.0
1554.5949999999955,942.0
1554.5959999999955,932.0
1554.5969999999954,927.0
1554.5979999999954,924.0
1554.5989999999954,914.0
1554.5999999999954,901.0
1554.6009999999953,895.0
1554.6019999999953,897.0
1554.6029999999953,883.0
1554.6039999999953,873.0
1554.6049999999952,866.0
1554.6059999999952,860.0
1554.6069999999952,852.0
1554.6079999999952,848.0
1554.6089999999951,835.0
1554.6099999999951,831.0
1554.610999999995,823.0
1554.611999999995,814.0
1554.612999999995,808.0
1554.613999999995,802.0
1554.614999999995,797.0
1554.615999999995,793.0
1554.616999999995,783.0
1554.617999999995,782.0
1554.618999999995,771.0
1554.619999999995,763.0
1554.6209999999949,765.0
1554.6219999999948,761.0
1554.6229999999948,753.0
1554.6239999999948,750.0
1554.6249999999948,749.0
1554.6259999999947,753.0
1554.6269999999947,737.0
1554.6279999999947,733.0
1554.6289999999947,732.0
1554.6299999999947,725.0
1554.6309999999946,723.0
1554.6319999999946,716.0
1554.6329999999946,716.0
1554.6339999999946,715.0
1554.6349999999945,711.0
1554.6359999999945,710.0
1554.6369999999945,722.0
1554.6379999999945,702.0
1554.6389999999944,704.0
1554.6399999999944,701.0
1554.6409999999944,697.0
1554.6419999999944,696.0
1554.6429999999943,689.0
1554.6439999999943,692.0
1554.6449999999943,688.0
1554.6459999999943,686.0
1554.6469999999943,686.0
1554.6479999999942,682.0
1554.6489999999942,681.0
1554.6499999999942,680.0
1554.6509999999942,680.0
1554.6519999999941,676.0
1554.652999999994,671.0
1554.653999999994,671.0
1554.654999999994,667.0
1554.655999999994,666.0
1554.656999999994,669.0
1554.657999999994,664.0
1554.658999999994,664.0
1554.659999999994,667.0
1554.660999999994,661.0
1554.661999999994,665.0
1554.6629999999939,655.0
1554.6639999999938,660.0
1554.6649999999938,653.0
1554.6659999999938,657.0
1554.6669999999938,658.0
1554.6679999999938,656.0
1554.6689999999937,657.0
1554.6699999999937,653.0
1554.6709999999937,652.0
1554.6719999999937,650.0
1554.6729999999936,650.0
1554.6739999999936,648.0
1554.6749999999936,651.0
1554.6759999999936,649.0
1554.6769999999935,645.0
1554.6779999999935,650.0
1554.6789999999935,648.0
1554.6799999999935,646.0
1554.6809999999934,646.0
1554.6819999999934,648.0
1554.6829999999934,644.0
1554.6839999999934,643.0
1554.6849999999934,647.0
1554.6859999999933,637.0
1554.6869999999933,642.0
1554.6879999999933,640.0
1554.6889999999933,641.0
1554.6899999999932,641.0
1554.6909999999932,637.0
1554.6919999999932,639.0
1554.6929999999932,640.0
1554.6939999999931,634.0
1554.6949999999931,635.0
1554.695999999993,636.0
1554.696999999993,632.0
1554.697999999993,634.0
1554.698999999993,633.0
1554.699999999993,632.0
1554.700999999993,628.0
1554.701999999993,635.0
1554.702999999993,629.0
1554.703999999993,632.0
1554.7049999999929,622.0
1554.7059999999929,631.0
1554.7069999999928,632.0
1554.7079999999928,630.0
1554.7089999999928,629.0
1554.7099999999928,630.0
1554.7109999999927,631.0
1554.7119999999927,618.0
1554.7129999999927,632.0
1554.7139999999927,632.0
1554.7149999999926,633.0
1554.7159999999926,628.0
1554.7169999999926,624.0
1554.7179999999926,628.0
1554.7189999999925,630.0
1554.7199999999925,627.0
1554.7209999999925,648.0
1554.7219999999925,630.0
1554.7229999999925,626.0
1554.7239999999924,631.0
1554.7249999999924,627.0
1554.7259999999924,627.0
1554.7269999999924,627.0
1554.7279999999923,629.0
1554.7289999999923,629.0
1554.7299999999923,623.0
1554.7309999999923,631.0
1554.7319999999922,629.0
1554.7329999999922,625.0
1554.7339999999922,633.0
1554.7349999999922,627.0
1554.7359999999921,626.0
1554.7369999999921,630.0
1554.737999999992,628.0
1554.738999999992,630.0
1554.739999999992,627.0
1554.740999999992,628.0
1554.741999999992,627.0
1554.742999999992,630.0
1554.743999999992,635.0
1554.744999999992,632.0
1554.745999999992,632.0
1554.7469999999919,630.0
1554.7479999999919,630.0
1554.7489999999918,633.0
1554.7499999999918,628.0
1554.7509999999918,630.0
1554.7519999999918,630.0
1554.7529999999917,630.0
1554.7539999999917,632.0
1554.7549999999917,631.0
1554.7559999999917,629.0
1554.7569999999916,630.0
1554.7579999999916,627.0
1554.7589999999916,633.0
1554.7599999999916,636.0
1554.7609999999916,635.0
1554.7619999999915,632.0
1554.7629999999915,633.0
1554.7639999999915,633.0
1554.7649999999915,631.0
1554.7659999999914,630.0
1554.7669999999914,634.0
1554.7679999999914,634.0
1554.7689999999914,632.0
1554.7699999999913,633.0
1554.7709999999913,639.0
1554.7719999999913,635.0
1554.7729999999913,637.0
1554.7739999999912,635.0
1554.7749999999912,639.0
1554.7759999999912,636.0
1554.7769999999912,641.0
1554.7779999999912,639.0
1554.7789999999911,636.0
1554.779999999991,637.0
1554.780999999991,638.0
1554.781999999991,637.0
1554.782999999991,637.0
1554.783999999991,639.0
1554.784999999991,640.0
1554.785999999991,636.0
1554.786999999991,640.0
1554.787999999991,640.0
1554.788999999991,640.0
1554.7899999999909,640.0
1554.7909999999908,640.0
1554.7919999999908,641.0
1554.7929999999908,639.0
1554.7939999999908,642.0
1554.7949999999908,641.0
1554.7959999999907,646.0
1554.7969999999907,640.0
1554.7979999999907,644.0
1554.7989999999907,648.0
1554.7999999999906,644.0
1554.8009999999906,644.0
1554.8019999999906,651.0
1554.8029999999906,650.0
1554.8039999999905,640.0
1554.8049999999905,646.0
1554.8059999999905,645.0
1554.8069999999905,651.0
1554.8079999999904,646.0
1554.8089999999904,648.0
1554.8099999999904,649.0
1554.8109999999904,652.0
1554.8119999999903,677.0
1554.8129999999903,655.0
1554.8139999999903,650.0
1554.8149999999903,654.0
1554.8159999999903,651.0
1554.8169999999902,656.0
1554.8179999999902,656.0
1554.8189999999902,654.0
1554.8199999999902,658.0
1554.8209999999901,658.0
1554.82199999999,663.0
1554.82299999999,660.0
1554.82399999999,661.0
1554.82499999999,660.0
1554.82599999999,664.0
1554.82699999999,666.0
1554.82799999999,665.0
1554.82899999999,667.0
1554.82999999999,663.0
1554.83099999999,667.0
1554.8319999999899,673.0
1554.8329999999899,678.0
1554.8339999999898,668.0
1554.8349999999898,673.0
1554.8359999999898,674.0
1554.8369999999898,677.0
1554.8379999999897,677.0
1554.8389999999897,678.0
1554.8399999999897,683.0
1554.8409999999897,686.0
1554.8419999999896,687.0
1554.8429999999896,687.0
1554.8439999999896,686.0
1554.8449999999896,680.0
1554.8459999999895,692.0
1554.8469999999895,694.0
1554.8479999999895,696.0
1554.8489999999895,699.0
1554.8499999999894,700.0
1554.8509999999894,704.0
1554.8519999999894,706.0
1554.8529999999894,710.0
1554.8539999999894,713.0
1554.8549999999893,715.0
1554.8559999999893,712.0
1554.8569999999893,723.0
1554.8579999999893,727.0
1554.8589999999892,715.0
1554.8599999999892,733.0
1554.8609999999892,731.0
1554.8619999999892,735.0
1554.8629999999891,743.0
1554.8639999999891,744.0
1554.864999999989,752.0
1554.865999999989,756.0
1554.866999999989,758.0
1554.867999999989,767.0
1554.868999999989,765.0
1554.869999999989,773.0
1554.870999999989,778.0
1554.871999999989,784.0
1554.872999999989,792.0
1554.8739999999889,798.0
1554.8749999999889,803.0
1554.8759999999888,810.0
1554.8769999999888,816.0
1554.8779999999888,819.0
1554.8789999999888,824.0
1554.8799999999887,830.0
1554.8809999999887,839.0
1554.8819999999887,846.0
1554.8829999999887,841.0
1554.8839999999886,856.0
1554.8849999999886,868.0
1554.8859999999886,871.0
1554.8869999999886,885.0
1554.8879999999886,884.0
1554.8889999999885,894.0
1554.8899999999885,893.0
1554.8909999999885,905.0
1554.8919999999885,912.0
1554.8929999999884,919.0
1554.8939999999884,928.0
1554.8949999999884,929.0
1554.8959999999884,935.0
1554.8969999999883,942.0
1554.8979999999883,945.0
1554.8989999999883,950.0
1554.8999999999883,953.0
1554.9009999999882,957.0
1554.9019999999882,960.0
1554.9029999999882,962.0
1554.9039999999882,962.0
1554.9049999999881,973.0
1554.9059999999881,976.0
1554.906999999988,971.0
1554.907999999988,976.0
1554.908999999988,976.0
1554.909999999988,978.0
1554.910999999988,978.0
1554.911999999988,976.0
1554.912999999988,980.0
1554.913999999988,976.0
1554.914999999988,977.0
1554.915999999988,973.0
1554.9169999999879,972.0
1554.9179999999878,969.0
1554.9189999999878,967.0
1554.9199999999878,959.0
1554.9209999999878,962.0
1554.9219999999877,951.0
1554.9229999999877,950.0
1554.9239999999877,942.0
1554.9249999999877,930.0
1554.9259999999877,926.0
1554.9269999999876,918.0
1554.9279999999876,906.0
1554.9289999999876,902.0
1554.9299999999876,889.0
1554.9309999999875,879.0
1554.9319999999875,863.0
1554.9329999999875,856.0
1554.9339999999875,842.0
1554.9349999999874,829.0
1554.9359999999874,817.0
1554.9369999999874,803.0
1554.9379999999874,797.0
1554.9389999999873,789.0
1554.9399999999873,771.0
1554.9409999999873,768.0
1554.9419999999873,760.0
1554.9429999999873,756.0
1554.9439999999872,737.0
1554.9449999999872,726.0
1554.9459999999872,720.0
1554.9469999999872,710.0
1554.9479999999871,699.0
1554.948999999987,691.0
1554.949999999987,679.0
1554.950999999987,675.0
1554.951999999987,671.0
1554.952999999987,667.0
1554.953999999987,659.0
1554.954999999987,654.0
1554.955999999987,653.0
1554.956999999987,651.0
1554.957999999987,646.0
1554.9589999999869,644.0
1554.9599999999868,641.0
1554.9609999999868,636.0
1554.9619999999868,634.0
1554.9629999999868,630.0
1554.9639999999868,638.0
1554.9649999999867,627.0
1554.9659999999867,621.0
1554.9669999999867,623.0
1554.9679999999867,610.0
1554.9689999999866,621.0
1554.9699999999866,619.0
1554.9709999999866,617.0
1554.9719999999866,612.0
1554.9729999999865,614.0
1554.9739999999865,614.0
1554.9749999999865,612.0
1554.9759999999865,610.0
1554.9769999999864,608.0
1554.9779999999864,609.0
1554.9789999999864,607.0
1554.9799999999864,620.0
1554.9809999999864,608.0
1554.9819999999863,605.0
1554.9829999999863,603.0
1554.9839999999863,603.0
1554.9849999999863,606.0
1554.9859999999862,600.0
1554.9869999999862,604.0
1554.9879999999862,601.0
1554.9889999999862,600.0
1554.9899999999861,598.0
1554.9909999999861,602.0
1554.991999999986,594.0
1554.992999999986,594.0
1554.993999999986,588.0
1554.994999999986,597.0
1554.995999999986,600.0
1554.996999999986,596.0
1554.997999999986,596.0
1554.998999999986,595.0
1554.999999999986,590.0
